target,behavior,result,errors,warnings
arduino_mega_fastled_msgeq7,stereo_dual_vortex,ok,,
arduino_mega_fastled_msgeq7,stereo_energy_field,ok,,
arduino_mega_fastled_msgeq7,strobe,ok,,
arduino_mega_fastled_msgeq7,sweep,ok,,
arduino_mega_fastled_msgeq7,theater_chase,ok,,
arduino_mega_fastled_msgeq7,tunnel,ok,,
arduino_mega_fastled_msgeq7,twinkle,ok,,
arduino_mega_fastled_msgeq7,volumetric_fog,ok,,
arduino_mega_fastled_msgeq7,vortex_particles,ok,,
arduino_mega_fastled_msgeq7,wave,ok,,
arduino_mega_fastled_msgeq7,wipe,ok,,
arduino_mega_pio_fastled_msgeq7,asteroids_game,ok,,
arduino_mega_pio_fastled_msgeq7,asteroids_lite,ok,,
arduino_mega_pio_fastled_msgeq7,audio_meter,ok,,
arduino_mega_pio_fastled_msgeq7,audio_routed_zones,ok,,
arduino_mega_pio_fastled_msgeq7,audio_zone_eq,ok,,
arduino_mega_pio_fastled_msgeq7,aurora,ok,,
arduino_mega_pio_fastled_msgeq7,beat_strobe,ok,,
arduino_mega_pio_fastled_msgeq7,blocks_ball_game_ino,ok,,
arduino_mega_pio_fastled_msgeq7,bouncer,ok,,
arduino_mega_pio_fastled_msgeq7,bpm,ok,,
arduino_mega_pio_fastled_msgeq7,bpm_pulse_train,ok,,
arduino_mega_pio_fastled_msgeq7,breakout_game,ok,,
arduino_mega_pio_fastled_msgeq7,breakout_lite,ok,,
arduino_mega_pio_fastled_msgeq7,call_response,ok,,
arduino_mega_pio_fastled_msgeq7,chase,ok,,
arduino_mega_pio_fastled_msgeq7,color_wipe,ok,,
arduino_mega_pio_fastled_msgeq7,comet_storm,ok,,
arduino_mega_pio_fastled_msgeq7,confetti,ok,,
arduino_mega_pio_fastled_msgeq7,crystal_shards,ok,,
arduino_mega_pio_fastled_msgeq7,cylon,ok,,
arduino_mega_pio_fastled_msgeq7,demo_asteroids,ok,,
arduino_mega_pio_fastled_msgeq7,demo_breakout,ok,,
arduino_mega_pio_fastled_msgeq7,dna_helix,ok,,
arduino_mega_pio_fastled_msgeq7,electric_web,ok,,
arduino_mega_pio_fastled_msgeq7,explosion,ok,,
arduino_mega_pio_fastled_msgeq7,fade,ok,,
arduino_mega_pio_fastled_msgeq7,fire,ok,,
arduino_mega_pio_fastled_msgeq7,fireworks,ok,,
arduino_mega_pio_fastled_msgeq7,force_particles,ok,,
arduino_mega_pio_fastled_msgeq7,fractal_flame,ok,,
arduino_mega_pio_fastled_msgeq7,frequency_particles_14,ok,,
arduino_mega_pio_fastled_msgeq7,game_of_life,ok,,
arduino_mega_pio_fastled_msgeq7,glitch_datamosh,ok,,
arduino_mega_pio_fastled_msgeq7,gradient,ok,,
arduino_mega_pio_fastled_msgeq7,gravity_blobs,ok,,
arduino_mega_pio_fastled_msgeq7,hyperspace,ok,,
arduino_mega_pio_fastled_msgeq7,impact_ripples,ok,,
arduino_mega_pio_fastled_msgeq7,juggle,ok,,
arduino_mega_pio_fastled_msgeq7,kaleidoscope,ok,,
arduino_mega_pio_fastled_msgeq7,kick_burst,ok,,
arduino_mega_pio_fastled_msgeq7,lightning,ok,,
arduino_mega_pio_fastled_msgeq7,liquid_metal,ok,,
arduino_mega_pio_fastled_msgeq7,meteor,ok,,
arduino_mega_pio_fastled_msgeq7,msgeq7_reactive_ino,ok,,
arduino_mega_pio_fastled_msgeq7,msgeq7_visualizer_575,ok,,
arduino_mega_pio_fastled_msgeq7,neon_city,ok,,
arduino_mega_pio_fastled_msgeq7,noise,ok,,
arduino_mega_pio_fastled_msgeq7,plasma_lattice,ok,,
arduino_mega_pio_fastled_msgeq7,portal,ok,,
arduino_mega_pio_fastled_msgeq7,pulse,ok,,
arduino_mega_pio_fastled_msgeq7,purpose_autoplay,ok,,
arduino_mega_pio_fastled_msgeq7,purpose_bar,ok,,
arduino_mega_pio_fastled_msgeq7,purpose_meter,ok,,
arduino_mega_pio_fastled_msgeq7,rainbow,ok,,
arduino_mega_pio_fastled_msgeq7,rainbow_wipe,ok,,
arduino_mega_pio_fastled_msgeq7,reaction_diffusion,ok,,
arduino_mega_pio_fastled_msgeq7,ripple,ok,,
arduino_mega_pio_fastled_msgeq7,scanner,ok,,
arduino_mega_pio_fastled_msgeq7,section_morph_palette,ok,,
arduino_mega_pio_fastled_msgeq7,shock_chain,ok,,
arduino_mega_pio_fastled_msgeq7,shooter_game_ino,ok,,
arduino_mega_pio_fastled_msgeq7,sinelon,ok,,
arduino_mega_pio_fastled_msgeq7,snake_game,ok,,
arduino_mega_pio_fastled_msgeq7,snake_game_ino,ok,,
arduino_mega_pio_fastled_msgeq7,snare_spark,ok,,
arduino_mega_pio_fastled_msgeq7,solid,ok,,
arduino_mega_pio_fastled_msgeq7,sparkle,ok,,
arduino_mega_pio_fastled_msgeq7,spectral_dna_helix_14,ok,,
arduino_mega_pio_fastled_msgeq7,spectral_kaleidoscope_audio,ok,,
arduino_mega_pio_fastled_msgeq7,spectral_ripples_14,ok,,
arduino_mega_pio_fastled_msgeq7,spectral_wave,ok,,
arduino_mega_pio_fastled_msgeq7,spectrum_bars_stereo,ok,,
arduino_mega_pio_fastled_msgeq7,starfield,ok,,
arduino_mega_pio_fastled_msgeq7,stereo_call_response,ok,,
arduino_mega_pio_fastled_msgeq7,stereo_dual_vortex,ok,,
arduino_mega_pio_fastled_msgeq7,stereo_energy_field,ok,,
arduino_mega_pio_fastled_msgeq7,strobe,ok,,
arduino_mega_pio_fastled_msgeq7,sweep,ok,,
arduino_mega_pio_fastled_msgeq7,theater_chase,ok,,
arduino_mega_pio_fastled_msgeq7,tunnel,ok,,
arduino_mega_pio_fastled_msgeq7,twinkle,ok,,
arduino_mega_pio_fastled_msgeq7,volumetric_fog,ok,,
arduino_mega_pio_fastled_msgeq7,vortex_particles,ok,,
arduino_mega_pio_fastled_msgeq7,wave,ok,,
arduino_mega_pio_fastled_msgeq7,wipe,ok,,
arduino_uno_fastled_msgeq7,asteroids_game,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,asteroids_lite,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,audio_meter,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,audio_routed_zones,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,audio_zone_eq,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,aurora,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,beat_strobe,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,blocks_ball_game_ino,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,bouncer,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,bpm,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,bpm_pulse_train,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,breakout_game,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,breakout_lite,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,call_response,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,chase,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,color_wipe,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,comet_storm,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,confetti,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,crystal_shards,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,cylon,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,demo_asteroids,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,demo_breakout,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,dna_helix,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,electric_web,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,explosion,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,fade,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,fire,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,fireworks,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,force_particles,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,fractal_flame,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,frequency_particles_14,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,game_of_life,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,glitch_datamosh,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,gradient,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,gravity_blobs,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,hyperspace,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,impact_ripples,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,juggle,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,kaleidoscope,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,kick_burst,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,lightning,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,liquid_metal,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,meteor,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,msgeq7_reactive_ino,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,msgeq7_visualizer_575,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,neon_city,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,noise,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,plasma_lattice,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,portal,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,pulse,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,purpose_autoplay,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,purpose_bar,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,purpose_meter,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,rainbow,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,rainbow_wipe,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,reaction_diffusion,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,ripple,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,scanner,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,section_morph_palette,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,shock_chain,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,shooter_game_ino,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,sinelon,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,snake_game,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,snake_game_ino,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,snare_spark,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,solid,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,sparkle,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,spectral_dna_helix_14,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,spectral_kaleidoscope_audio,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,spectral_ripples_14,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,spectral_wave,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,spectrum_bars_stereo,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,starfield,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,stereo_call_response,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,stereo_dual_vortex,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,stereo_energy_field,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,strobe,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,sweep,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,theater_chase,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,tunnel,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,twinkle,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,volumetric_fog,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,vortex_particles,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,wave,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_fastled_msgeq7,wipe,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_pio_fastled_msgeq7,asteroids_game,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_pio_fastled_msgeq7,asteroids_lite,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_pio_fastled_msgeq7,audio_meter,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_pio_fastled_msgeq7,audio_routed_zones,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_pio_fastled_msgeq7,audio_zone_eq,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_pio_fastled_msgeq7,aurora,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_pio_fastled_msgeq7,beat_strobe,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_pio_fastled_msgeq7,blocks_ball_game_ino,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_pio_fastled_msgeq7,bouncer,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_pio_fastled_msgeq7,bpm,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_pio_fastled_msgeq7,bpm_pulse_train,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_pio_fastled_msgeq7,breakout_game,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_pio_fastled_msgeq7,breakout_lite,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_pio_fastled_msgeq7,call_response,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_pio_fastled_msgeq7,chase,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_pio_fastled_msgeq7,color_wipe,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_pio_fastled_msgeq7,comet_storm,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
arduino_uno_pio_fastled_msgeq7,confetti,warn,,Estimated RAM 2560 bytes > limit 2048 bytes. Reduce LEDs/layers or choose a higher-RAM target.
